Name,canonical_smiles,selfies,BACE1,BACE2,BE Ratio
GA1434,CCC(C)(O)C1CCCCN(C=CC2=C(C=CCNC(=O)CF)CC=C2)O1,[C][C][C][Branch1][C][C][Branch1][C][O][C][Branch2][Ring1][N][C][C][C][C][N][C][=C][C][=C][Branch1][N][C][=C][C][N][C][=Branch1][C][=O][C][F][C][=C][C][=C][Ring1][=N][O][Ring1][P][Branch1][C][O][C][Branch1][C][Cl][=C][C][=C][Ring1][=Branch2][/C][=C][Branch2][Ring1][C][/N][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][Ring2][Ring2][=C][=O],-11.891,-13.031,0.9125163072672856
GA1000,C=NOC(O)=NN(C)CCCC1N=CC2=C3N=CC=NN3C(=CC=C2)C1=O,[C][=N][O][C][Branch1][C][O][=N][N][Branch1][C][C][C][C][C][C][Branch2][Ring1][C][N][=C][C][=C][N][=C][C][=N][N][Ring1][=Branch1][C][=C][C][=C][Ring1][O][C][Ring1][Branch1][=O][Branch1][C][O][C][Cl][=C][Branch1][C][Cl][C][Ring1][=Branch1][C][=C][C][=C][C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][NH1][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][Ring2][Ring1][N][=O][N][Branch1][C][C][C],-11.361,-12.472,0.9109204618345094
GA3379,COn1cncccc(C=NCCC(C)C[CH]N=Cn2cnnn2)c(Cl)c1,[C][=N][N][=N][N][Ring1][Branch1][C][=N][C@@H1][C][C][Branch1][C][C][C][C][N][=C][C][=C][C][=C][N][=C][N][Branch1][#Branch1][O][C][Ring1][O][Ring1][Branch1][C][=C][Ring1][O][Cl][C@@][Branch1][C][O][Branch1][=Branch1][C][C][Ring1][Ring1][Cl][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C@H1][C][C][=Branch1][C][=O][N][C@@][Branch1][Ring1][C][Ring1][Branch2][C][=Branch1][C][=O][N][N][=C][Ring1][=Branch1][C][Ring2][Ring1][P][=O],-11.572,-12.704,0.9108942065491182
GA1616,CC1=NC(C2=CCCC3=C2O[C@H]2ONC(=O)C32C=CN=CCNC(=O)CCl)CC=NN1,[C][C][=N][N][C][Branch1][C][C][=N][C][Ring1][Branch2][C][=C][C][C][C][Branch1][=C][C][C][=C][N][=C][C][Branch1][Branch2][N][C][=Branch1][C][=O][C][Cl][=C][Ring1][P][O][C@H1][Ring1][=C][O][Branch1][N][C][Ring1][P][=O][Branch1][C][O][C][Branch1][C][C][=O][C][N][C][C][Branch2][Ring1][Branch2][C][N][C][=N][C][C][S][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Ring1][Branch2][=O][C][=Branch1][C][=O][N][Ring2][Ring2][Branch2][Ring2][Ring2][Branch2],-11.226,-12.327,0.910683864687272
GA4203,CN(C=CC=C1NC2=C(OC=C1C=O)C(O)=NC2)/C=C/C=CC1ON=CCCC1n1ccc2c1CN(C)C2=O,[C][C][=N][O][C][Branch2][Branch1][C][C][=C][/C][=C][/N][Branch1][C][C][C][=C][C][=C][N][C][=C][Branch1][Branch2][C][Branch1][C][O][=N][C][Ring1][=Branch1][=O][C][Ring1][#C][=C][Ring1][O][C][Ring1][N][=O][C][Branch1][C][C][=C][Ring2][Ring1][C][C][C][N][C][=N][C][Branch2][Ring1][=Branch1][N][C][=C][C][=C][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][=Branch1][=O][=C][\C][Ring2][Ring1][C][C][Ring2][Ring2][N],-12.903,-14.17,0.9105857445306988
GA1128,CN1C=CC(=O)C=NCOCC=NN=C(NCCCC=CN2N=CC3=COC(C=CCl)=CC3=N2)NCC(=O)C=C1,[C][=N][C][O][C][C][=N][N][=C][Branch2][Branch1][Ring1][N][C][C][C][C][=C][N][N][=C][C][=C][O][C][=Branch1][#Branch2][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][Cl][O][C][=C][Ring1][O][Cl][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][N][Branch2][Ring1][=N][C][C][=Branch1][C][=O][C][=C][N][Branch1][C][C][C][=C][Ring1][Branch2][C][Ring2][Ring2][N][=O][N][Ring2][Ring1][#Branch2][Ring2][Ring2][Branch2],-12.804,-14.062,0.9105390413881383
GA4857,CC=NNC1NC=C([C]C=CC2C=CC(=O)/C(=N/Br)OC=C2Cl)C1CCCC,[C][C][=N][N][C][NH1][C][=C][Branch1][Branch2][C][Ring1][Branch1][C][C][C][C][C@@][C][=C][C][C][=C][C][=Branch1][C][=O][/C][=Branch1][Ring1][=N][/Br][O][C][=C][Ring1][O][Cl][S][=Branch1][C][=O][=Branch1][Branch1][O][C][Cl][Cl][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][N][Branch2][Ring1][Ring1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][F][C][Ring1][Branch2][=O][C][Ring1][P][=O][N],-11.82,-12.987,0.91014091014091
GA3807,CCOC1=NN=C(N)N=NCCCC1(CC=O)N=CC=c1ccn(F)c1=CCOC,[C][C][O][C][=N][N][=C][Branch1][C][N][N][=N][C][C][C][C][Branch2][Ring1][C][N][=C][C][=C][C][=C][N][Branch1][C][F][C][Ring1][=Branch1][=C][C][O][C][Ring1][O][=C][C][Ring1][S][=O][Cl][Branch1][C][Cl][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][N][C][=Branch1][C][=O][NH1][C][Branch1][Ring1][N][C][N][C][Ring1][Branch2][=C][C][Ring2][Ring2][N][=Ring2][Ring1][#Branch2],-11.109,-12.219,0.909157868892708
GA2548,[CH]C=C1C=COCC(C=O)=NCC1=NC=CNCC(Cl)C=CCc1ccno1,[C][C][=N][O][C][=Ring2][C][N][=C][C][=C][C][Branch2][Ring1][C][C][N][C][=C][N][=C][C][N][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][Branch1][O][O][C][=C][C][Ring1][O][=C][/C@@H1][Ring1][=Branch1][Cl][C][Ring1][P][=O][Branch1][C][Cl][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=N][N][N][=C][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][N][Branch1][C][Cl][C][Ring2][Ring2][Branch2][=Ring1][P][=C][Ring2][Branch1][Ring2],-11.318,-12.449,0.9091493292633946
GA2606,Cc1cccc(N2NCNCC=NOCOC=NN=CN(CCC3C=C[C](OC=CCl)[CH]CO3)O2)c1,[C][C][=N][O][C][O][C][=N][N][=C][N][Branch2][Branch1][Ring1][C][C][C][C][=C][C@@][Branch1][=C][C@@H1][C][O][Ring1][#Branch1][Ring1][Branch1][C][=Branch1][C][=O][O][C][O][C][=C][Ring1][=N][Cl][C][=Branch1][Branch1][=N+1][Ring2][Ring1][Cl][O-1][C][=Branch1][C][=O][N][Ring1][=Branch2][C][=Branch1][C][=O][C@@H1][C][=Branch1][C][=O][N][Branch1][N][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][N][C][Ring1][O][Ring2][Ring1][P][=N][Ring2][Branch1][Ring2],-13.485,-14.837,0.9088764575048864
GA4404,CCOC=NC=CCN=C1CC(=N)N(C=CCC(C)=O)C=NC=C(C)C=N1,[C][C][O][C][=N][C][=C][C][N][=C][Branch2][Ring1][C][N][=C][C][Branch1][C][C][#C][N][=C][N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][C][=C][C][Ring1][=Branch2][=N][Ring1][N][C][Branch1][C][Cl][=C][Ring1][P][C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=N][N][=C][Branch1][#Branch2][C][=C][Ring1][Branch1][C][C][C][Ring1][Branch1][C@@][Ring1][=N][Ring2][Ring1][#C][Ring1][P],-11.282,-12.418,0.9085198904815592
GA947,C=CC=C(Cl)C=CC1C=CC=CC1=CNC1=CCCNC1C1=CC1(C)O,[C][C][Branch1][C][C][Branch1][C][O][C][Branch2][Ring1][N][C][NH1][C][C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1][F][Branch1][Branch1][C][Ring2][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][#N][C][C][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][C][=C][Branch1][C][Cl][N][Ring2][Ring2][#Branch2][C][Ring2][Branch1][C],-12.294,-13.532,0.9085131540053208
GA1375,CC=NCOC(CCC=CN=CC(Cl)CNc1ccccc1F)n1ccnn1,[C][C][=N][Branch1][C][O][C][Branch1][Branch2][N][C][=C][N][=N][Ring1][Branch1][C][C][C][=C][N][=C][C][=Branch1][=C][C][N][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][Cl][N][Branch1][O][C][=C][Ring1][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][Ring2][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][C][NH1][N][=N][C][=Ring1][Branch2][C][=C][Ring1][N][C][=Branch1][C][=O][N][Ring1][O][C][C][Branch1][C][N][=O],-13.264,-14.602,0.9083687166141624
GA429,CC(=O)CC1=CC2=C(OO[CH]O)C[C](C=C(C)n3cnnn3)C=CCN=CN2N=C1,[C][=N][=N][=N][=N][Ring1][Branch1][C][Branch1][C][C][=C][C@@][Branch1][C][C][C][=C][C][N][=C][N][N][=C][C][=Branch1][N][=C][C][Ring1][=Branch1][=C][Ring1][=N][O][O][C@H1][Branch1][C][O][C][Ring1][O][C][Branch1][C][C][=O][C][=Branch1][C][=O][O][C][C][Cl][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][=Ring1][Branch2][N][C][=Branch1][C][=O][N][C][=C][C][=C][Ring1][Branch1][Ring2][Ring1][P][O][Ring2][Branch1][#Branch2],-11.918,-13.133,0.9074849615472474
GA3790,CC=NOCC(CC1C=C(C=CNC=O)C(Cl)=CC1=O)c1c[nH]cn1,[C][C][=N][O][C][C][Branch1][Branch2][C][N][=C][NH1][C][=Ring1][Branch1][C][C][C][=C][Branch1][=C][C][=C][N][Branch1][=Branch1][C][Ring1][#Branch2][=O][C][Ring1][=Branch2][=O][C][Branch1][C][Cl][=C][C][Ring1][N][=O][C][Branch1][C][Cl][C][C][Ring1][=Branch1][C][N][C][C][N][Branch1][=Branch2][N][C][C][N][C][Ring1][Branch1][=O][C][=Branch1][C][=O][N][=C][Ring1][P][N][=Ring2][Ring2][Ring1],-11.06,-12.192,0.9071522309711286
GA3429,CC(=O)C1(NCC=CCNC2=C3C=C(C=CC3=[N+]C=O)C=C(O)C=C2)C=CC=CC1,[C][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][=C][C][=C][Ring1][=Branch1][N][C][/C][=C][C][N][C][=Branch1][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N+1][C][=O][C][=C][C][=Branch1][Branch1][=C][Ring1][O][Ring1][O][O][Ring1][=C][Branch1][C][O][C@@H1][Branch1][Ring1][O][C][=O][=C][Branch2][Ring1][C][C][Branch1][C][C][=C][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][N][Ring1][Ring1][C][C][Ring2][Ring2][=Branch2][Branch1][C][C][C][N][Ring2][Ring2][Ring2][N],-13.274,-14.633,0.9071277250051254
GA1921,CC(=CC=CC1=C(C2CCN(c3ccc[nH]3)C2C=O)C(=O)[N-]1)CC[C@H]1N=C(N)OCN=C1C,[C][C][=N][C][O][C][Branch1][C][N][=N][C@@H1][Ring1][Branch2][C][C][C][Branch1][C][C][=C][C][=C][C][=C][Branch2][Ring2][N][C][=Branch1][C][=O][N-1][Ring1][Branch1][O][C][=C][C][Ring1][O][Cl][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Ring1][=Branch1][C][C][Branch1][C][C][=C][C][N][C][=N][C][=C][Ring1][=Branch1][N][Branch2][Ring1][C][C][C][C][N][Branch1][Branch2][C][=C][C][=C][NH1][Ring1][Branch1][C][Ring1][#Branch2][C][Ring2][Ring1][N][=O][C][Ring2][Ring2][N][=O],-13.244,-14.611,0.9064403531585792
GA4177,CC=NCCC1C=C[C](C)CC(=CC=CN2C=C(CC=O)CNC2=O)C(Cl)=CO1,[C][C][=N][Branch1][C][C][C][Branch2][Ring1][N][C][=C][C@][Branch1][C][C][C][C][=C][C][=C][N][C][=C][Branch1][Branch2][C][N][C][Ring1][=Branch1][=O][C][Branch1][#C][C][=Branch1][C][=O][O][C][Ring1][N][=C][Ring1][P][Cl][C][C][Ring2][Ring1][Branch1][C][C][N][C][C][N][Branch2][Ring1][N][C][C@H1][C][N][Branch1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][Ring1][#Branch2][=O][N][=Ring2][Ring1][Ring2][C],-11.143,-12.298,0.90608228980322
GA1935,COC(Cl)=C1OC2C=CC(=CN1CCCN1C=NC1(C)O)C=C2c1c[nH]ccc1=O,[C][=N][C][Branch1][C][O][Branch1][C][C][N][Ring1][=N][C][C][C][N][C][=C][Branch1][N][C][=C][C][=C][N][C][=C][C][Ring1][=Branch1][=O][C][=C][C][Ring1][O][O][C][Ring1][P][=C][Branch1][Ring1][O][C][Cl][Ring2][Ring1][=Branch1][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][NH1][C][C][C][Branch1][Ring1][C][=O][C][N][Ring1][#Branch1][C][=C][Ring2][Ring2][=C][Ring2][Branch1][C][Cl],-11.571,-12.774,0.9058243306716768
GA292,C=C(NC(=O)C(=O)[CH]NC(=O)[CH][C@H](C)C(=O)O)C1CC(C)=C1C,[C][C][=C][Branch1][C][C][Branch1][Branch1][C][C][Ring1][Branch1][C][=Branch1][C][=C][N][C][=Branch1][C][=O][C][=Branch1][C][=O][C@@H1][N][C][Branch1][P][C@H1][Ring1][=Branch1][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][Branch1][Branch1][C][Ring1][#Branch2][=O][\N][C][Branch1][C][C][N+1][=C][C][=C][C][Branch1][=Branch2][/C][=C][/C][=C][/N][Branch1][C][C][C][=C][Ring2][Ring1][C][O][C][C][N][C][Ring2][Ring1][=Branch1][=O],-11.373,-12.556,0.9057820962089838
GA960,OC(=CCl)OCN1N=C2N=CNN2CC1CNC=C[C]1C=NN=NN1F,[C][=N][N][=N][N][Branch1][C][F][C@][Ring1][Branch2][C][=C][N][C][C][N][Branch1][N][N][=C][N][=C][N][N][Ring1][Branch1][C][Ring1][=Branch2][C][O][C][Branch1][C][O][=C][Ring1][N][Cl][C][Ring2][Ring1][Branch1][=O][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][P][=N][C][=C][C][=Branch1][C][=O][N][Branch1][C][N][C][Ring1][Branch2][=O][C][C@@][Ring1][#Branch2][Ring2][Ring1][Ring2][Ring2][Ring1][Branch2],-11.298,-12.474,0.9057239057239056
GA3754,CC1(C)CCC(CNCCC=C2C(OC=O)=C(F)C=CN2C=Cc2ccncc2Cl)O1,[C][C][C][Branch1][C][C][Branch1][C][C][O][C][Ring1][Branch2][C][N][C][C][C][=C][N][Branch1][N][C][=C][C][=C][C][=N][C][=C][Ring1][=Branch1][Cl][C][=C][C][Branch1][C][F][=C][Ring1][S][O][C][Ring1][Branch1][=O][Branch1][O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][Branch2][Ring1][C][C][C@H1][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][N][Ring1][#Branch1][C][C][Ring2][Ring2][=C][Ring2][Ring2][N],-12.691,-14.017,0.9054005850039238
GA1079,C=NOc1ncccc1C=C1OC=CC(Cl)=C(Cl)C1CC=CN=C1NN=CC1=O,[C][=N][O][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch2][Ring1][C][C][C][C][=C][N][=C][Branch1][#Branch2][N][N][=C][C][Ring1][Branch1][=O][Ring1][=Branch2][O][C][=C][C][Branch1][C][Cl][=C][Ring1][P][Cl][Branch1][=Branch1][C][Ring1][P][=O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C@@][Ring1][#Branch2][Ring2][Ring1][N][O][Ring1][Branch1][C],-11.665,-12.884,0.905386525923626
GA3716,CC(=O)OC/N=C/C1N=C(C)NC1=CNC=C1C=CC(Cl)=CC(=O)OCC=C1Cl,[C][C][=Branch1][C][=O][O][C][/N][=C][/C][N][=C][Branch1][C][C][N][C][Ring1][=Branch1][=C][NH1][C][=C][C][=C][C][=Branch2][Ring1][O][=C][C][=Branch1][C][=O][O][C][=Ring1][O][C][=C][Ring1][O][Cl][C][Ring1][#C][Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][N][Branch2][Ring1][Ring1][C@][C][C][N][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][C][C@H1][Ring2][Ring2][Branch1][Ring2][Ring2][#Branch2][C][Ring2][Ring2][N],-11.069,-12.228,0.9052175335296044
GA2189,CNC1=C2C=NC=NC(=CNCCCC3=CN=CNOCOC[C](C)OCC3)C(Cl)=C2OC=CO1,[C][O][C][O][N][C][=N][C][=C][Branch2][Branch1][N][C][C][C][N][C][=C][N][=C][N][=C][C][=C][Branch1][Branch1][N][C][Ring1][=Branch1][=O][C][=C][O][C][Ring1][=Branch2][=C][Ring1][#C][Cl][C@@][Ring1][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][Ring1][N][=O][N][=N][Ring2][Ring1][N][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][O][C@@][Ring1][Branch2][Ring2][Ring2][Branch1][C][Ring1][#Branch1],-11.83,-13.08,0.904434250764526
GA4842,O=C1C(NC=CCCC23C=NC=C2OCN=COCC3)=C(OC(F)F)C1(OCl)c1cccnc1Cl,[C][C][O][C][=N][C][O][C][=C][N][=C][C][Branch2][Branch1][Ring1][C][C][C][=C][Branch2][Ring2][=C][N][C][=C][Branch1][#Branch1][O][C][Branch1][C][F][F][C][Branch1][#Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][Cl][Branch1][Ring1][O][Cl][C][Ring1][P][=O][=N][Branch1][C][N][C][=Branch1][C][=O][N][C][=N][N][=C][N][Ring1][Branch1][Ring2][Ring1][#Branch2][C][C][N][Branch1][Ring1][C][O][C@@][Ring2][Ring2][N][Ring1][#Branch2][=C][Ring2][Ring2][N],-12.709,-14.053,0.9043620579235748
GA3115,O=C(O)CC=CNc1c2cc(CC3C4=NC=CNCCON=CC5=C4N5C=CCc4nncn43)nc1-2,[C][C][=N][O][C][C][N][C][=C][N][=C][C][Branch2][Branch1][Ring1][C][C][=C][C][=C][Branch1][N][NH1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#Branch2][=N][Ring1][=N][C][Branch1][C][Cl][=C][Ring1][S][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C][=C][Ring1][#Branch1][=C][C][Branch1][Branch2][N][C][=N][N][=C][Ring1][Branch1][C][C][=C][Ring1][N][N][Ring2][Ring2][Branch1][C][=Ring2][Ring2][N][Ring2][Ring1][#Branch2],-12.604,-13.94,0.9041606886657102
GA87,COc1cc(NC=O)cnccn([CH]NCCC2C=NN=C2n2cnnn2)c1Cl,[C][=N][N][=N][N][Ring1][Branch1][C][=N][N][=C][C][Ring1][Branch1][C][C][N][C@@H1][N][C][=C][N][=C][C][=Branch1][O][=C][C][Branch1][Ring1][O][C][=C][Ring1][O][Cl][N][C][Ring1][O][=O][C][Branch1][C][Cl][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=N][N][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Ring2][Ring1][P][=O][C@@][Ring2][Branch1][Ring1][Ring2][Ring1][Branch2],-11.27,-12.468,0.9039140198909208
GA3742,CC(=O)c1cc(=O)[nH]n(C=CC=CC2CC=CN2C2=NCCCON=CC2)c(=O)c(Cl)c[n-]1,[C][C][=N][O][C][C][C][N][=C][Branch2][Branch1][C][N][C][=C][C][C][Ring1][Branch1][C][=C][C][=C][N][Branch2][Branch1][#Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][=N][N-1][C][=C][Branch1][C][Cl][C][Ring1][O][=O][C][Ring1][=Branch1][C][Branch1][C][C][=O][N][C][C][=Branch1][C][=O][N][C][=C][N][Branch1][Branch2][C][C][N][C][Ring1][Ring1][=O][S][Ring1][#Branch2][N][Ring2][Ring1][N][N][=Ring2][Ring2][Branch2][C][Ring2][Ring2][Branch2],-11.107,-12.288,0.9038899739583331
GA1742,C[C]1NN=CNNN=NN(OCCC(=O)OCC(=O)Cl)CC(C)=CC=Nc2cncn21,[C][C@][Branch1][=N][N][C][=N][C][=C][Ring1][Branch1][N][=C][C][=C][C][N][N][=C][N][N][N][=N][N][Branch1][=Branch1][C][Ring1][Ring2][=Ring1][O][O][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][O][C][=Branch1][C][=O][Cl][C][=Branch1][C][=O][N][N][C@@][Ring2][Ring1][P][O][C@@][Ring2][Ring1][Branch2][Ring1][Branch2][C][Ring1][#Branch1],-11.517,-12.742,0.9038612462721708
GA2880,C=C(C=CC1=Nc2nc(CC#N)c(OCN=COCC)cc21)C(C)=N,[C][C][O][C][=N][C][O][C][=C][C][=C][Branch1][Branch2][N][=C][Ring1][=Branch1][C][C][#N][N][=C][Branch1][N][C][=C][C][=Branch1][C][=C][C][Branch1][C][C][=N][Ring1][=Branch2][C][=Branch1][C][=O][O][C][Ring1][#C][C][Branch1][C][Cl][=C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=N][N][=C][Branch1][N][N][C][C][C][Branch1][C][N][C][Ring1][#Branch1][N][=C][Ring1][#C][Ring1][N],-11.234,-12.445,0.902691844114102
GA4966,CC(Cl)C(CCC[C]C=C1Cc2ccccc2CNC1=O)C1=NCN=C1,[C][C][Branch1][C][Cl][C][Branch1][Branch2][C][=N][C][N][=C][Ring1][Branch1][C][C][C][C@@][C][=C][C][Branch1][=C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][=N][N][Branch1][Branch1][C][Ring1][P][=O][C][=C][Branch1][Ring1][O][C][C][=Branch1][C][=O][C][=Ring2][Ring1][=Branch2][C][=C][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][C][C][Branch1][Ring1][C][Cl][C][O][C][Ring1][Branch2][=C][N][Ring2][Ring1][C][C][Ring2][Ring2][N][=O],-11.533,-12.778,0.9025669118797932
GA2907,CC(=CNC1=C(CCCC2=CC=CCON=COCC2)C(=O)C=C1)C1CC1,[C][C][O][C][=N][O][C][C][=C][C][=C][Branch2][Ring1][N][C][C][C][C][=C][Branch1][N][N][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Branch1][=Branch2][C][=C][C][Ring1][N][=O][O][Ring1][#C][C][Branch1][C][Cl][=C][Branch1][Ring1][O][C][C][=Branch1][C][=O][N][C][=N][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][N][N][Branch1][C][C][C][Ring1][=N][=C][Ring2][Ring1][N][O],-12.142,-13.455,0.902415458937198
GA4287,O=C([O-])ON1NC=CC=CC=NC=CC[C]1CCCN1C=CCN2N=NOC12,[C][O][N][=N][N][Ring1][Branch1][C][C][=C][N][Branch2][Ring1][N][C][C][C][C@@][C][C][=C][N][=C][C][=Branch1][P][=C][C][=C][Ring1][=Branch1][N][N][Ring1][N][=O][C][=Branch1][C][=O][O-1][C][Branch1][Ring1][O][C][Branch1][Ring2][C][Ring1][=C][N][Ring2][Ring1][Branch1][=O][C][O][C][=Branch1][C][=O][N][=C][C][=Branch1][C][=O][N][Branch1][C][C][C@@][Ring1][Branch2][Ring2][Ring2][Branch1][C@][Ring2][Ring2][=C][Ring2][Ring2][#Branch2][C],-11.385,-12.619,0.9022109517394404
GA1357,NCCN1C=CC(F)=COC=C(Cl)C(NC=C(CN)CC=CN2C=NCCON=CC3=COC3=NC2)=C1,[C][C][=N][O][C][C][N][=C][N][Branch2][Branch1][=C][C][=C][C][C][Branch1][Ring1][C][N][=C][N][C][=C][N][Branch2][Ring2][#Branch2][C][=C][C][Branch1][C][F][=C][Ring1][=Branch1][O][C][=C][Ring1][O][Cl][=N][N][Ring1][Branch1][C][=Branch1][C][=O][C][Ring1][P][=O][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=N][N][=C][Branch1][C][C][N][=C][Ring1][Branch2][N][=C][Ring2][Branch1][Ring1][O][C][Ring2][Ring2][N][=Ring2][Ring2][Branch2],-13.546,-15.015,0.902164502164502
GA2142,COC1C=CC=CC1=CC1=CNCC(CNC[N+]CC2OCC2=O)C1=O,[C][C][=Branch1][C][=O][C][Branch1][Branch2][C][N+1][Branch2][Ring1][=C][C][N][C][C][C][N][C][=C][Branch1][N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][O][C][C][Ring1][#C][=O][=C][O][Ring1][Branch1][O][Ring2][Ring1][O][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][O][C][=Branch1][C][=O][C][C][Branch2][Ring1][C][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][C][C][Ring1][N][C][Ring2][Ring2][N][=O][C][Ring2][Branch1][Ring2],-11.621,-12.885,0.9019014357780364
GA1857,CONON1C=CC(N)=CC=C1CNC1=C2C=NNC(=N2)C(=O)[C]SC1=O,[C][O][=N][O][N][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][Branch2][C][N][C][=C][N][=C][Branch1][=Branch1][N][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][C@][S][C][Ring1][N][=O][O][C][Ring1][Branch1][C][Branch1][C][Cl][C][Ring1][P][C][Cl][C@][C][N][C][=Branch1][Branch2][=N+1][C][N][N][Ring1][#Branch1][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Ring1][P][Ring2][Ring2][#Branch2][N],-11.061,-12.276,0.9010263929618768
GA2475,C=CC1=NC(=NC2=CC3C(CC4=NC=CN=C5OCOCCCC5N4)OC23)C(C(=O)O)O1,[C][C][O][C][O][C][=N][C][=C][N][=C][Branch2][Branch1][=C][C][C][C][Branch2][Ring1][Ring2][C][=C][N][=C][N][=C][Branch1][#Branch2][O][C][Ring1][Branch1][C][=Branch1][C][=O][O][C][=C][C][Ring1][=N][O][Ring1][P][Branch1][=Branch1][N][Branch1][C][Cl][Cl][=O][C][Ring1][P][=O][C][=Branch1][Branch1][=N][N][C][#N][N][N][=C][Branch1][Ring1][C][N][C][=Branch1][C][=O][N][C][Ring2][Ring1][#Branch2][Ring1][N][=C][Ring2][Ring2][N][Ring2][Ring1][=C],-11.525,-12.801,0.9003202874775408
